policy_id,customer_id,customer_age,customer_gender,marital_status,num_dependents,country,income_band,product_type,coverage_amount,premium,payment_frequency,policy_start_date,policy_end_date,tenure_months,renewal_count,acquisition_channel,agent_id,discount_applied,discount_rate,has_rider,num_riders,critical_illness_rider,disability_rider,late_payment_count,customer_service_calls,beneficiary_updated,premium_change_pct,churned,churn_reason,snapshot_date,data_version
P000120,C002454,37,M,Single,3,US,Mid,Term,324000,213.45,Quarterly,24/08/2023,,10,0,Employer,,FALSE,,FALSE,0,FALSE,FALSE,0,1,TRUE,0.11,FALSE,,30/06/2024,v1.0
P000121,C001751,43,M,Single,3,US,High,Term,480000,380.71,Quarterly,24/11/2014,,116,9,Agent,A1039,TRUE,0.24,FALSE,0,FALSE,FALSE,0,3,TRUE,-0.06,FALSE,,30/06/2024,v1.0
P000122,C000804,45,U,Divorced,1,UK,Low,Whole,124000,137.45,Annual,23/10/2015,02/10/2019,48,4,Agent,A1083,FALSE,,FALSE,0,FALSE,FALSE,0,0,TRUE,0.1,TRUE,Life Event,30/06/2024,v1.0
P000123,C002146,19,F,Single,2,DE,Mid,Whole,73000,73.52,Annual,02/12/2022,,19,1,Bank,,FALSE,,FALSE,0,FALSE,FALSE,2,3,FALSE,-0.01,FALSE,,30/06/2024,v1.0
P000124,C002731,50,M,Single,1,FR,Mid,Term,186000,127.32,Monthly,19/06/2013,25/12/2017,55,4,Agent,A1093,FALSE,,FALSE,0,FALSE,FALSE,0,0,FALSE,0.1,TRUE,Life Event,30/06/2024,v1.0
P000125,C001895,33,M,Single,1,UK,Low,Term,43000,32.18,Quarterly,19/06/2022,,24,2,Agent,A1069,FALSE,,FALSE,2,FALSE,FALSE,0,0,FALSE,0.08,FALSE,,30/06/2024,v1.0
P000126,C002773,31,M,Married,1,US,Mid,Term,182000,107.89,Annual,23/02/2024,,4,0,Agent,A1016,FALSE,,TRUE,3,TRUE,FALSE,0,0,FALSE,0.07,FALSE,,30/06/2024,v1.0
P000127,C001570,24,F,Single,2,IT,Mid,Term,175000,150.79,Annual,22/01/2017,,90,7,Agent,A1052,FALSE,,FALSE,0,FALSE,FALSE,2,0,FALSE,0.04,FALSE,,30/06/2024,v1.0
P000128,C000960,23,F,Married,0,FR,Mid,Whole,191000,259.07,Monthly,19/12/2019,,55,4,Online,,FALSE,,TRUE,1,TRUE,TRUE,1,0,FALSE,0,FALSE,,30/06/2024,v1.0
P000129,C002660,28,M,Married,1,US,Mid,Term,525000,354.87,Annual,30/09/2020,,45,3,Online,,FALSE,,FALSE,0,FALSE,FALSE,1,0,FALSE,0.07,FALSE,,30/06/2024,v1.0
P000130,C001485,36,F,Divorced,2,FR,Mid,Term,158000,88.48,Monthly,12/04/2015,,112,9,Online,,TRUE,0.07,FALSE,0,FALSE,FALSE,0,0,FALSE,-0.08,FALSE,,30/06/2024,v1.0
P000131,C002690,68,M,Single,1,ES,Mid,Whole,309000,418.34,Monthly,15/03/2010,,174,14,Agent,A1051,FALSE,,TRUE,1,FALSE,FALSE,1,2,FALSE,-0.1,FALSE,,30/06/2024,v1.0
P000132,C001028,38,F,Divorced,1,UK,Low,Term,337000,196.47,Monthly,22/12/2015,,103,8,Bank,,FALSE,,FALSE,0,FALSE,FALSE,1,0,FALSE,0.13,FALSE,,30/06/2024,v1.0
P000133,C000502,47,F,Single,3,US,Low,Whole,200000,208.07,Annual,31/03/2020,,51,4,Agent,A1024,FALSE,,FALSE,0,FALSE,FALSE,1,3,FALSE,0.12,FALSE,,30/06/2024,v1.0
P000134,C002814,49,M,Married,1,UK,Mid,Universal,114000,142.12,Monthly,14/11/2014,01/01/2023,99,8,Agent,A1043,FALSE,,FALSE,0,FALSE,FALSE,2,1,FALSE,0.1,TRUE,Life Event,30/06/2024,v1.0
P000135,C000397,46,F,Married,1,US,Low,Term,116000,111.9,Monthly,19/01/2022,,29,2,Agent,A1093,FALSE,,TRUE,0,TRUE,FALSE,0,0,FALSE,-0.07,FALSE,,30/06/2024,v1.0
P000136,C000870,44,F,Single,1,DE,High,Whole,282000,397.25,Quarterly,01/02/2017,,90,7,Bank,,FALSE,,FALSE,0,FALSE,FALSE,0,1,FALSE,0,FALSE,,30/06/2024,v1.0
P000137,C002842,30,M,Married,1,UK,High,Term,188000,148.12,Monthly,04/07/2023,,12,1,Bank,,FALSE,,FALSE,0,FALSE,FALSE,1,0,FALSE,-0.03,FALSE,,30/06/2024,v1.0
P000138,C000392,62,M,Single,1,IT,Low,Term,497000,456.35,Monthly,05/05/2013,,135,11,Agent,A1068,FALSE,,TRUE,3,FALSE,FALSE,0,0,FALSE,0.17,FALSE,,30/06/2024,v1.0
P000139,C000206,66,F,Single,1,UK,High,Whole,135000,225.98,Monthly,01/04/2017,,88,7,Agent,A1043,FALSE,,TRUE,1,FALSE,FALSE,1,0,FALSE,0.17,FALSE,,30/06/2024,v1.0
P000140,C001038,24,M,Married,1,US,Mid,Whole,178000,200.14,Monthly,30/04/2019,,62,5,Bank,,FALSE,,FALSE,0,FALSE,FALSE,0,1,FALSE,0.11,FALSE,,30/06/2024,v1.0
P000141,C001881,32,M,Married,2,DE,Low,Whole,410000,631.12,Monthly,16/03/2011,,161,13,Agent,A1056,FALSE,,FALSE,0,FALSE,FALSE,1,0,FALSE,0.19,FALSE,,30/06/2024,v1.0
P000142,C002939,41,M,Single,0,US,Mid,Whole,333000,390.02,Monthly,14/10/2017,,81,6,Employer,,FALSE,,FALSE,2,FALSE,FALSE,1,0,FALSE,0,FALSE,,30/06/2024,v1.0
P000143,C001484,33,F,Single,2,US,Mid,Term,144000,107.56,Monthly,08/11/2018,,68,5,Agent,A1034,FALSE,,FALSE,0,FALSE,FALSE,0,3,FALSE,0.08,FALSE,,30/06/2024,v1.0
P000144,C000863,51,F,Single,0,US,Low,Whole,183000,210.27,Annual,05/10/2015,,106,8,Online,,TRUE,0.14,TRUE,0,FALSE,FALSE,0,1,FALSE,-0.02,FALSE,,30/06/2024,v1.0
P000145,C002790,36,F,Married,3,US,Low,Whole,148000,230.51,Monthly,02/07/2010,,170,14,Bank,,FALSE,,TRUE,0,FALSE,FALSE,0,0,FALSE,-0.15,FALSE,,30/06/2024,v1.0
P000146,C000563,70,F,Married,1,ES,Low,Term,80000,59.56,Monthly,20/07/2019,,60,5,Bank,,FALSE,,TRUE,2,TRUE,TRUE,2,3,FALSE,-0.02,FALSE,,30/06/2024,v1.0
P000147,C001020,59,M,Single,0,UK,Low,Universal,147000,135.38,Monthly,28/06/2018,,73,6,Online,,FALSE,,TRUE,0,FALSE,FALSE,2,0,FALSE,0.03,FALSE,,30/06/2024,v1.0
P000148,C000095,47,F,Single,2,FR,Low,Term,226000,116.59,Quarterly,07/02/2022,,29,2,Agent,A1001,FALSE,,FALSE,0,FALSE,FALSE,2,0,FALSE,-0.03,FALSE,,30/06/2024,v1.0
P000149,C001923,57,F,Married,2,US,Mid,Whole,272000,342.56,Monthly,16/05/2018,,74,6,Agent,A1032,TRUE,0.08,TRUE,1,FALSE,FALSE,0,1,FALSE,0.14,FALSE,,30/06/2024,v1.0
P000150,C001757,58,M,Married,0,DE,Low,Whole,198000,317.01,Monthly,27/09/2017,,82,6,Online,,FALSE,,TRUE,1,FALSE,FALSE,3,0,FALSE,0.11,FALSE,,30/06/2024,v1.0
P000151,C002532,38,M,Married,1,UK,Low,Term,187000,132.81,Monthly,25/11/2014,,116,9,Bank,,TRUE,0.07,FALSE,0,FALSE,FALSE,1,2,FALSE,-0.07,FALSE,,30/06/2024,v1.0
P000152,C002278,35,M,Divorced,0,US,Low,Term,77000,62.97,Quarterly,18/04/2017,,87,7,Agent,A1059,FALSE,,TRUE,0,TRUE,TRUE,1,0,FALSE,0.1,FALSE,,30/06/2024,v1.0
P000153,C002796,45,F,Single,1,ES,High,Term,223000,124.11,Annual,06/08/2012,16/04/2022,118,9,Employer,,FALSE,,TRUE,1,FALSE,TRUE,2,1,FALSE,0.07,TRUE,Price,30/06/2024,v1.0
P000154,C001678,55,F,Widowed,2,US,Mid,Term,55000,42.94,Monthly,23/03/2013,,137,11,Online,,FALSE,,FALSE,0,FALSE,FALSE,1,1,TRUE,0.04,FALSE,,30/06/2024,v1.0
P000155,C000540,46,F,Single,2,DE,Mid,Term,179000,130.68,Quarterly,28/01/2011,,163,13,Bank,,FALSE,,TRUE,4,FALSE,FALSE,0,1,FALSE,0.07,FALSE,,30/06/2024,v1.0
P000156,C001059,26,U,Widowed,0,US,Mid,Term,227000,195.2,Monthly,19/10/2013,,130,10,Bank,,TRUE,0.18,FALSE,0,FALSE,FALSE,2,1,FALSE,-0.13,FALSE,,30/06/2024,v1.0
P000157,C002572,35,M,Single,2,US,High,Term,161000,104.09,Monthly,02/08/2016,,96,8,Agent,A1090,TRUE,0.23,TRUE,0,TRUE,FALSE,0,0,FALSE,0.08,FALSE,,30/06/2024,v1.0
P000158,C001183,44,F,Married,0,IT,Mid,Term,151000,110.84,Monthly,22/07/2015,,108,9,Agent,A1034,FALSE,,FALSE,0,FALSE,FALSE,0,0,FALSE,0.12,FALSE,,30/06/2024,v1.0
P000159,C001722,44,F,Married,1,FR,,Term,71000,52.21,Annual,03/03/2024,,3,0,Online,,FALSE,,TRUE,2,FALSE,FALSE,0,0,FALSE,0.03,FALSE,,30/06/2024,v1.0
P000160,C001819,68,M,Married,1,UK,Low,Term,145000,80.44,Quarterly,31/07/2013,,132,11,Agent,A1033,FALSE,,TRUE,1,FALSE,FALSE,0,1,FALSE,0.01,FALSE,,30/06/2024,v1.0
P000161,C002625,28,U,Divorced,0,IT,Low,Whole,841000,1223.68,Monthly,05/05/2015,,111,9,Online,,FALSE,,FALSE,0,FALSE,FALSE,1,0,FALSE,-0.08,FALSE,,30/06/2024,v1.0
P000162,C002729,51,M,Married,2,US,Mid,Whole,200000,214.75,Monthly,23/01/2024,,5,0,Online,,FALSE,,TRUE,2,FALSE,FALSE,0,1,FALSE,-0.03,FALSE,,30/06/2024,v1.0
P000163,C002604,62,F,Widowed,2,UK,Low,Term,124000,84.6,Quarterly,16/01/2012,,151,12,Employer,,FALSE,,TRUE,4,FALSE,FALSE,1,1,TRUE,0.11,FALSE,,30/06/2024,v1.0
P000164,C001597,72,F,Married,1,US,Low,Term,48000,37.25,Monthly,31/01/2021,,41,3,Agent,A1088,FALSE,,FALSE,0,FALSE,FALSE,1,0,FALSE,-0.05,FALSE,,30/06/2024,v1.0
P000165,C002693,40,F,Married,0,UK,Mid,Universal,194000,191.71,Monthly,22/11/2018,,68,5,Online,,TRUE,0.12,TRUE,1,FALSE,FALSE,2,2,FALSE,0,FALSE,,30/06/2024,v1.0
P000166,C000795,50,F,Single,1,US,Mid,Term,204000,159.58,Quarterly,08/04/2017,25/02/2025,96,8,Employer,,FALSE,,FALSE,0,FALSE,FALSE,2,2,TRUE,0.13,TRUE,Unknown,30/06/2024,v1.0
P000167,C001051,51,M,Widowed,0,US,Mid,Whole,151000,203.94,Monthly,16/08/2019,,59,4,Agent,A1044,TRUE,0.22,FALSE,0,FALSE,FALSE,0,4,FALSE,0.04,FALSE,,30/06/2024,v1.0
P000168,C001643,47,F,Married,0,ES,Mid,Term,126000,96.43,Quarterly,21/10/2021,,32,2,Online,,TRUE,0.13,FALSE,0,FALSE,FALSE,3,1,FALSE,0.04,FALSE,,30/06/2024,v1.0
P000169,C001363,43,M,Married,1,US,Ultra,Term,59000,40.91,Monthly,01/09/2014,,119,9,Agent,A1021,FALSE,,TRUE,2,FALSE,FALSE,0,0,TRUE,-0.04,FALSE,,30/06/2024,v1.0
P000170,C001981,50,F,Married,0,US,Ultra,Whole,229000,361.34,Monthly,09/09/2015,,107,8,Employer,,FALSE,,FALSE,0,FALSE,FALSE,0,0,TRUE,-0.01,FALSE,,30/06/2024,v1.0
P000171,C001354,18,F,Married,0,US,High,Universal,212000,213.03,Annual,27/05/2013,,135,11,Online,,TRUE,0.21,TRUE,3,FALSE,FALSE,1,0,FALSE,0.12,FALSE,,30/06/2024,v1.0
P000172,C001663,53,F,Widowed,2,US,Ultra,Universal,31000,27.12,Annual,04/07/2019,,60,5,Agent,A1047,FALSE,,FALSE,0,FALSE,FALSE,0,1,FALSE,0.06,FALSE,,30/06/2024,v1.0
P000173,C001529,46,M,Single,1,US,Low,Whole,205000,201.88,Quarterly,06/09/2012,,143,11,Employer,,TRUE,0.15,FALSE,0,FALSE,FALSE,0,0,FALSE,-0.1,FALSE,,30/06/2024,v1.0
P000174,C002038,42,F,Single,3,US,High,Term,504000,467.6,Monthly,19/10/2020,,45,3,Agent,A1050,FALSE,,TRUE,1,FALSE,FALSE,2,1,FALSE,-0.02,FALSE,,30/06/2024,v1.0
P000175,C001496,69,F,Single,0,UK,Low,Term,167000,109.59,Monthly,16/07/2018,12/01/2019,6,0,Agent,A1012,FALSE,,TRUE,4,FALSE,TRUE,0,0,FALSE,-0.1,TRUE,Price,30/06/2024,v1.0
P000176,C002237,36,F,Married,1,UK,Mid,Term,212000,173.71,Monthly,25/12/2014,,115,9,Online,,FALSE,,FALSE,0,FALSE,FALSE,1,0,FALSE,0.03,FALSE,,30/06/2024,v1.0
P000177,C001408,40,M,Single,2,FR,Mid,Term,315000,223.33,Quarterly,12/02/2018,,77,6,Online,,FALSE,,TRUE,1,TRUE,FALSE,0,0,TRUE,0.11,FALSE,,30/06/2024,v1.0
P000178,C001400,68,M,Single,1,ES,Low,Universal,223000,220.23,Quarterly,29/04/2021,,38,3,Bank,,TRUE,0.16,FALSE,0,FALSE,FALSE,1,0,FALSE,0.07,FALSE,,30/06/2024,v1.0
P000179,C001306,35,M,Single,1,UK,,Term,117000,67.99,Quarterly,30/06/2013,,133,11,Online,,FALSE,,FALSE,0,FALSE,FALSE,0,1,TRUE,0.08,FALSE,,30/06/2024,v1.0
P000180,C002680,38,F,Married,1,US,Low,Term,48000,31.55,Monthly,11/01/2015,,115,9,Online,,FALSE,,TRUE,1,TRUE,FALSE,0,1,FALSE,0.04,FALSE,,30/06/2024,v1.0
P000181,C002675,43,F,Married,0,US,High,Term,995000,847.24,Quarterly,07/03/2022,,28,2,Agent,A1047,FALSE,,FALSE,0,FALSE,FALSE,1,0,FALSE,0.09,FALSE,,30/06/2024,v1.0
P000182,C000972,55,U,Single,0,FR,Mid,Term,253000,203.05,Monthly,03/12/2022,,19,1,Agent,A1041,TRUE,0.14,FALSE,0,FALSE,FALSE,0,1,TRUE,0.04,FALSE,,30/06/2024,v1.0
P000183,C001768,47,M,Widowed,1,DE,Low,Term,271000,238.84,Monthly,20/07/2010,,169,14,Agent,A1031,TRUE,0.15,TRUE,2,FALSE,FALSE,1,0,FALSE,0.11,FALSE,,30/06/2024,v1.0
P000184,C001282,29,M,Widowed,1,US,Mid,Term,311000,144.65,Quarterly,11/01/2014,,127,10,Agent,A1099,FALSE,,TRUE,1,FALSE,FALSE,1,0,FALSE,-0.16,FALSE,,30/06/2024,v1.0
P000185,C000709,38,F,Single,0,US,Low,Term,328000,234.39,Monthly,24/05/2017,,86,7,Bank,,TRUE,0.05,FALSE,0,FALSE,FALSE,0,2,FALSE,-0.06,FALSE,,30/06/2024,v1.0
P000186,C001479,37,F,Married,2,FR,High,Whole,366000,541.89,Monthly,27/10/2021,,32,2,Agent,A1099,TRUE,0.05,TRUE,1,FALSE,FALSE,0,0,FALSE,0.07,FALSE,,30/06/2024,v1.0
P000187,C001434,44,F,Married,0,UK,Ultra,Whole,214000,232.36,Quarterly,17/11/2018,,68,5,Bank,,FALSE,,FALSE,0,FALSE,FALSE,1,2,TRUE,0.03,FALSE,,30/06/2024,v1.0
P000188,C000648,50,F,Single,1,UK,Mid,Term,120000,67.54,Monthly,13/08/2010,,169,14,Bank,,FALSE,,FALSE,0,FALSE,FALSE,0,2,FALSE,0.03,FALSE,,30/06/2024,v1.0
P000189,C000317,50,M,Single,1,US,High,Whole,351000,511.08,Monthly,07/12/2015,,104,8,Employer,,FALSE,,FALSE,0,FALSE,FALSE,0,0,FALSE,-0.01,FALSE,,30/06/2024,v1.0
P000190,C001257,23,F,Married,1,UK,,Whole,232000,177.09,Annual,26/04/2024,,2,0,Online,,FALSE,,TRUE,2,FALSE,FALSE,0,1,TRUE,-0.03,FALSE,,30/06/2024,v1.0
P000191,C000683,57,F,Married,2,FR,Mid,Term,162000,133.05,Monthly,02/03/2017,,89,7,Agent,A1062,FALSE,,FALSE,0,FALSE,FALSE,1,0,FALSE,0.06,FALSE,,30/06/2024,v1.0
P000192,C000663,48,F,Single,2,IT,Low,Term,299000,194.97,Annual,02/03/2019,,64,5,Online,,TRUE,0.2,FALSE,0,FALSE,FALSE,2,3,FALSE,0.11,FALSE,,30/06/2024,v1.0
P000193,C001998,61,M,Divorced,0,DE,Mid,Whole,911000,1146.76,Monthly,17/03/2014,,125,10,Agent,A1034,FALSE,,FALSE,0,FALSE,FALSE,0,0,FALSE,0.05,FALSE,,30/06/2024,v1.0
P000194,C001631,50,M,Married,2,UK,Low,Term,78000,54.93,Quarterly,18/04/2014,,124,10,Employer,,FALSE,,FALSE,0,FALSE,FALSE,0,0,FALSE,0.08,FALSE,,30/06/2024,v1.0
P000195,C001495,58,M,Married,1,DE,Mid,Term,210000,132.03,Annual,07/07/2017,,85,7,Online,,FALSE,,FALSE,0,FALSE,FALSE,0,2,FALSE,-0.05,FALSE,,30/06/2024,v1.0
P000196,C001136,50,F,Single,3,US,Mid,Term,74000,52.35,Annual,04/07/2017,24/12/2024,91,7,Bank,,TRUE,0.21,FALSE,0,FALSE,FALSE,2,0,FALSE,0.12,TRUE,Replacement,30/06/2024,v1.0
P000197,C001853,61,M,Married,2,US,Low,Whole,241000,279.7,Annual,16/11/2022,,19,1,Online,,FALSE,,TRUE,0,FALSE,TRUE,1,1,FALSE,-0.07,FALSE,,30/06/2024,v1.0
P000198,C001520,51,M,Single,2,IT,Low,Whole,65000,81.04,Annual,31/03/2020,,51,4,Employer,,FALSE,,TRUE,3,FALSE,FALSE,1,2,FALSE,-0.02,FALSE,,30/06/2024,v1.0
P000199,C002489,43,M,Married,0,UK,Low,Universal,92000,132.06,Monthly,31/05/2022,08/08/2026,51,4,Agent,A1042,FALSE,,TRUE,2,FALSE,FALSE,0,1,FALSE,0.07,TRUE,Replacement,30/06/2024,v1.0
P000200,C000563,72,F,Married,0,UK,High,Term,152000,102.9,Monthly,03/09/2010,,168,14,Agent,A1035,TRUE,0.22,TRUE,1,FALSE,FALSE,0,1,FALSE,-0.08,FALSE,,30/06/2024,v1.0
P000201,C001291,55,M,Married,3,ES,Low,Term,317000,217.27,Quarterly,17/09/2023,,9,0,Online,,FALSE,,FALSE,0,FALSE,FALSE,0,0,FALSE,0.05,FALSE,,30/06/2024,v1.0
P000202,C001636,51,F,Married,2,ES,Low,Whole,75000,70.85,Annual,05/08/2023,,11,0,Online,,TRUE,0.05,TRUE,2,FALSE,FALSE,2,1,FALSE,0.04,FALSE,,30/06/2024,v1.0
P000203,C002999,29,M,Married,0,UK,High,Term,203000,168.48,Quarterly,22/11/2021,,31,2,Bank,,TRUE,0.23,FALSE,0,FALSE,FALSE,1,1,TRUE,0,FALSE,,30/06/2024,v1.0
P000204,C000698,29,M,Widowed,1,US,Low,Term,146000,98.88,Quarterly,14/04/2022,06/07/2029,88,7,Online,,FALSE,,FALSE,0,FALSE,FALSE,1,2,FALSE,-0.05,TRUE,Price,30/06/2024,v1.0
P000205,C002160,48,F,Married,0,US,Mid,Term,418000,285.12,Quarterly,13/07/2015,,109,9,Agent,A1036,FALSE,,FALSE,0,FALSE,FALSE,0,0,FALSE,0.05,FALSE,,30/06/2024,v1.0
P000206,C000001,46,M,Single,2,ES,Mid,Term,113000,78.53,Quarterly,15/03/2013,,137,11,Online,,FALSE,,FALSE,0,FALSE,FALSE,0,2,FALSE,-0.01,FALSE,,30/06/2024,v1.0
P000207,C000641,37,M,Married,1,US,Mid,Whole,285000,269.94,Annual,25/10/2017,,81,6,Agent,A1030,TRUE,0.11,TRUE,3,TRUE,FALSE,0,0,FALSE,0.3,FALSE,,30/06/2024,v1.0
P000208,C002267,46,M,Single,1,ES,Mid,Whole,188000,160.34,Monthly,29/09/2011,,155,12,Agent,A1098,FALSE,,TRUE,2,FALSE,FALSE,0,0,FALSE,0,FALSE,,30/06/2024,v1.0
P000209,C001589,64,F,Divorced,0,US,Low,Term,76000,61.04,Monthly,05/05/2010,,172,14,Online,,FALSE,,TRUE,3,FALSE,FALSE,1,2,TRUE,-0.09,FALSE,,30/06/2024,v1.0
P000210,C000854,53,F,Married,2,UK,Low,Whole,141000,136.56,Annual,18/02/2014,,126,10,Online,,FALSE,,TRUE,3,FALSE,FALSE,2,1,FALSE,0.02,FALSE,,30/06/2024,v1.0
P000211,C001759,31,M,Married,3,UK,Mid,Whole,124000,165.21,Monthly,16/07/2010,,169,14,Online,,TRUE,0.06,FALSE,0,FALSE,FALSE,0,0,FALSE,0.05,FALSE,,30/06/2024,v1.0
P000212,C002432,43,M,Single,0,US,Low,Universal,44000,65.62,Monthly,11/03/2016,26/12/2018,34,2,Agent,A1026,FALSE,,TRUE,2,FALSE,FALSE,1,0,TRUE,0.04,TRUE,Price,30/06/2024,v1.0
P000213,C001661,35,U,Married,0,ES,High,Universal,443000,498.46,Annual,13/11/2016,,92,7,Bank,,FALSE,,TRUE,2,FALSE,TRUE,1,1,FALSE,-0.03,FALSE,,30/06/2024,v1.0
P000214,C001153,40,F,Divorced,1,UK,Mid,Term,117000,78.52,Quarterly,20/01/2017,,90,7,Agent,A1011,FALSE,,TRUE,1,FALSE,FALSE,1,2,FALSE,0.02,FALSE,,30/06/2024,v1.0
P000215,C001076,40,M,Single,0,US,Mid,Universal,210000,242.75,Monthly,30/07/2022,,23,1,Agent,A1075,FALSE,,FALSE,0,FALSE,FALSE,0,2,FALSE,-0.11,FALSE,,30/06/2024,v1.0
P000216,C001707,39,F,Married,0,US,Low,Term,69000,57.75,Monthly,14/04/2022,,26,2,Agent,A1090,TRUE,0.09,FALSE,0,FALSE,FALSE,1,2,TRUE,0.04,FALSE,,30/06/2024,v1.0
P000217,C002777,29,F,Widowed,0,DE,High,Term,155000,120.32,Quarterly,06/08/2023,,10,0,Agent,A1026,FALSE,,FALSE,2,TRUE,TRUE,0,2,FALSE,-0.05,FALSE,,30/06/2024,v1.0
P000218,C001695,43,F,Married,1,US,Mid,Term,214000,134.46,Quarterly,10/05/2020,,50,4,Employer,,TRUE,0.15,FALSE,0,FALSE,FALSE,0,0,FALSE,0.02,FALSE,,30/06/2024,v1.0
P000219,C001733,38,M,Married,0,IT,Mid,Term,159000,113.66,Monthly,25/09/2010,,167,13,Employer,,FALSE,,TRUE,0,FALSE,FALSE,0,2,FALSE,0,FALSE,,30/06/2024,v1.0
P000220,C001439,18,M,Married,2,US,Mid,Whole,117000,156.67,Quarterly,10/08/2013,,132,11,Agent,A1024,TRUE,0.22,TRUE,4,FALSE,TRUE,0,2,FALSE,0.06,FALSE,,30/06/2024,v1.0
P000221,C002294,69,M,Married,1,US,Mid,Whole,370000,451.82,Monthly,23/05/2013,,135,11,Agent,A1093,FALSE,,FALSE,0,FALSE,FALSE,2,0,FALSE,0.01,FALSE,,30/06/2024,v1.0
P000222,C000835,58,F,Single,4,US,Mid,Whole,50000,75.41,Monthly,17/04/2020,,51,4,Employer,,TRUE,0.13,TRUE,2,FALSE,TRUE,1,0,FALSE,0.09,FALSE,,30/06/2024,v1.0
P000223,C000202,40,F,Single,0,US,Mid,Universal,50000,41.25,Annual,01/06/2022,,25,2,Agent,A1014,TRUE,0.14,FALSE,0,FALSE,FALSE,0,1,FALSE,-0.01,FALSE,,30/06/2024,v1.0
P000224,C000122,45,M,Married,1,US,Mid,Term,138000,125.45,Monthly,19/06/2023,,12,1,Agent,A1018,FALSE,,FALSE,0,FALSE,FALSE,1,1,FALSE,-0.01,FALSE,,30/06/2024,v1.0
P000225,C000400,30,F,Widowed,4,ES,Low,Term,28000,19.9,Monthly,27/05/2014,,122,10,Bank,,FALSE,,TRUE,0,FALSE,FALSE,1,0,FALSE,0.15,FALSE,,30/06/2024,v1.0
P000226,C000766,65,F,Single,1,US,Low,Whole,121000,170.61,Monthly,22/01/2024,03/02/2033,110,9,Agent,A1014,FALSE,,FALSE,0,FALSE,FALSE,0,0,FALSE,0.15,TRUE,Life Event,30/06/2024,v1.0
P000227,C000293,67,U,Single,1,US,,Universal,108000,134.6,Monthly,06/02/2024,,4,0,Online,,TRUE,0.21,TRUE,3,FALSE,FALSE,0,1,FALSE,0.02,FALSE,,30/06/2024,v1.0
P000228,C002327,46,F,Married,4,US,Low,Universal,435000,353.86,Annual,22/04/2017,,87,7,Online,,TRUE,0.05,TRUE,2,TRUE,FALSE,1,0,FALSE,0.05,FALSE,,30/06/2024,v1.0
P000229,C002931,57,U,Divorced,1,UK,Low,Term,94000,92.29,Monthly,26/10/2018,,69,5,Online,,FALSE,,TRUE,3,TRUE,FALSE,0,3,FALSE,-0.19,FALSE,,30/06/2024,v1.0
P000230,C000197,47,M,Single,1,DE,High,Whole,146000,238.6,Monthly,10/10/2011,,154,12,Agent,A1012,FALSE,,TRUE,1,FALSE,FALSE,2,0,FALSE,0.15,FALSE,,30/06/2024,v1.0
P000231,C001930,28,F,Divorced,2,FR,Mid,Whole,58000,69.1,Quarterly,27/03/2015,,112,9,Online,,TRUE,0.16,FALSE,0,FALSE,FALSE,1,1,FALSE,0.08,FALSE,,30/06/2024,v1.0
P000232,C002799,40,F,Single,3,US,Ultra,Term,158000,133.49,Monthly,08/07/2023,28/11/2030,90,7,Online,,TRUE,0.16,FALSE,0,FALSE,FALSE,0,1,TRUE,-0.14,TRUE,Life Event,30/06/2024,v1.0
P000233,C002191,46,M,Widowed,2,DE,,Whole,211000,271.48,Quarterly,19/11/2019,,56,4,Online,,FALSE,,FALSE,0,FALSE,FALSE,0,2,FALSE,0.06,FALSE,,30/06/2024,v1.0
P000234,C000608,39,M,Married,2,UK,Mid,Term,70000,52.77,Monthly,16/01/2020,,54,4,Employer,,FALSE,,TRUE,2,FALSE,TRUE,2,0,FALSE,0.13,FALSE,,30/06/2024,v1.0
P000235,C001147,42,U,Married,1,UK,Mid,Term,284000,162.55,Monthly,30/09/2018,,70,5,Agent,A1069,FALSE,,TRUE,1,FALSE,TRUE,1,0,FALSE,0.14,FALSE,,30/06/2024,v1.0
P000236,C000186,43,M,Married,2,US,Mid,Universal,272000,233,Annual,25/11/2017,,80,6,Agent,A1056,FALSE,,TRUE,1,FALSE,FALSE,0,0,FALSE,0.2,FALSE,,30/06/2024,v1.0
P000237,C002511,44,F,Married,3,FR,Mid,Whole,142000,147.74,Monthly,03/04/2020,,51,4,Agent,A1053,FALSE,,TRUE,0,TRUE,TRUE,0,0,FALSE,0.12,FALSE,,30/06/2024,v1.0
P000238,C001794,45,M,Single,0,US,Mid,Whole,55000,64.82,Quarterly,03/07/2020,,48,4,Employer,,FALSE,,FALSE,0,FALSE,FALSE,0,1,FALSE,-0.1,FALSE,,30/06/2024,v1.0
P000239,C000659,32,M,Single,1,US,Mid,Whole,99000,157.84,Quarterly,26/03/2023,,15,1,Agent,A1093,FALSE,,FALSE,0,FALSE,FALSE,3,0,FALSE,-0.08,FALSE,,30/06/2024,v1.0
P000240,C002811,36,M,Married,1,US,,Term,439000,305.97,Monthly,16/12/2022,,18,1,Online,,FALSE,,TRUE,2,FALSE,FALSE,1,0,FALSE,0.14,FALSE,,30/06/2024,v1.0
P000241,C001955,29,M,Divorced,2,US,Mid,Term,165000,100.22,Monthly,17/01/2020,,54,4,Agent,A1030,FALSE,,FALSE,0,FALSE,FALSE,0,0,FALSE,-0.02,FALSE,,30/06/2024,v1.0
